name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,Unnamed: 0,product_id
Saffola Tasty Refined Oil|Blend of Corn Oil & Rice Bran Oil|Cooking oil|Pro Fitness Conscious Edible Oil 1 Litre Pouch,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/61URw94UvuL._AC_UL320_.jpg,https://www.amazon.in/Saffola-Tasty-Edible-Oil-Pouch/dp/B00N2WT1C6/ref=sr_1_1339?qid=1679216194&s=grocery&sr=1-1339,4.4,"6,218",,₹190,,567
"More Whole Masoor Malka - Red, 500g (Loose)",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/716VAVQvxjL._AC_UL320_.jpg,https://www.amazon.in/More-Masoor-Malka-Whole-Loose/dp/B07MGR72RV/ref=sr_1_1340?qid=1679216194&s=grocery&sr=1-1340,4.1,195,₹149,₹199,,568
"Urban Platter Baker's Active Dry Yeast, 100g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71scYxnHEgL._AC_UL320_.jpg,https://www.amazon.in/Urban-Platter-Bakers-Active-Yeast/dp/B014Y2JKWS/ref=sr_1_1341?qid=1679216194&s=grocery&sr=1-1341,4.3,"2,893",₹195,₹250,,569
"Lipton Honey Lemon Green Tea Bags, 25 Pieces",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/614Vy2M-YUL._AC_UL320_.jpg,https://www.amazon.in/Lipton-Honey-Lemon-Green-Pieces/dp/B01G6IWQWO/ref=sr_1_1342?qid=1679216194&s=grocery&sr=1-1342,4.3,"3,271",₹170,₹180,,570
"Amazon Brand - Vedaka Poppy Seeds (Khus Khus), 200g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/91eXmQplbIL._AC_UL320_.jpg,https://www.amazon.in/Vedaka-Khus-KhusPoppy-Seeds-200g/dp/B07H2SZV4R/ref=sr_1_1343?qid=1679216194&s=grocery&sr=1-1343,4.3,"1,707",₹499,₹600,,571
"Manna Foxtail Millet Natural Grains, 1kg (500g x 2 Packs) - (Kaon/Kang/Kangni/Kakum/Navani/korralu/Korra/Thinai) | Native ...",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/81+zN8b8ATL._AC_UL320_.jpg,https://www.amazon.in/Manna-Foxtail-Millet-Natural-Grains/dp/B092MKBQ2X/ref=sr_1_1344?qid=1679216194&s=grocery&sr=1-1344,4.3,"1,572",₹179,₹198,,572
"ORGANIC INDIA Cold Pressed Virgin Coconut Oil, 500ml (Pack of 1)",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71TAyjyYmyL._AC_UL320_.jpg,https://www.amazon.in/Organic-India-Virgin-Coconut-500ml/dp/B01A5O5H2G/ref=sr_1_1489?qid=1679216197&s=grocery&sr=1-1489,4.4,"1,853",₹693,₹725,,573
"Paper Boat Panipuri Pellets I Hygienic & Tasty I Ready to Fry I Golgappe, 400g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/61TWHgzjIDL._AC_UL320_.jpg,https://www.amazon.in/Paper-Boat-Pellets-Colours-Preservatives/dp/B08GMPWRBP/ref=sr_1_1490?qid=1679216197&s=grocery&sr=1-1490,4.1,"3,203",₹184,₹200,,574
"Tata Sampann 6 Grain Khichdi Mix, Instant Ready to Cook Mix, 180g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71rk3rEXO4S._AC_UL320_.jpg,https://www.amazon.in/Tata-Sampann-Multigrain-Khichdi-Pongal/dp/B07BZ4MWV8/ref=sr_1_1491_f3_0g_fs?qid=1679216197&s=grocery&sr=1-1491,4.2,"1,307",₹60,₹70,,575
"Sunfeast YiPPee! Pasta Treat | Cheesy and Soft Suji, Rawa Pasta | Tomato Cheese | 65g Pack",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/8193nBUmmRL._AC_UL320_.jpg,https://www.amazon.in/Sunfeast-Pasta-Treat-Tomato-Cheese/dp/B00GNTXC5M/ref=sr_1_1492_f3_0g_fs?qid=1679216197&s=grocery&sr=1-1492,3.9,"1,876",₹23,₹28,,576
"Lifelong LLM99 Foot, Calf and Leg Massager, (With Heat and Vibration), 80W, 4 Motors, Dark Brown",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/61qRYAGbVJL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-LLM99-Massager-Motors-Brown/dp/B06ZZXBRTQ/ref=sr_1_1493?qid=1679216197&s=grocery&sr=1-1493,3.9,"11,339","₹13,899","₹38,000",,577
Manna Kodo Millet | Kodri | Natural Grains 1kg (500g x 2 Packs) - (Kodra/Varagu/Arikelu/Hark/Varigu) | Native Low GI Mille...,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/714qJ-AWaOL._AC_UL320_.jpg,https://www.amazon.in/Manna-Millet-Natural-Grains-Packs/dp/B092MLTRNL/ref=sr_1_1494?qid=1679216197&s=grocery&sr=1-1494,4.3,"1,086",₹179,₹260,,578
Wheafree Gluten Free Multigrain Flour (5Kg) | Soya Free | Lactose Free | Easy to Digest | Suitable for Celiacs,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/61BN+k+o9DL._AC_UL320_.jpg,https://www.amazon.in/Wheafree-Gluten-Less-Flour-5kg/dp/B01N0F9SDJ/ref=sr_1_1495?qid=1679216197&s=grocery&sr=1-1495,4.0,"1,958",₹690,₹700,,579
"Sugar Free Gold Low Calorie Sweetener - Pack of 2 (100 Sachet x 2), Box",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71bOaEyVT4L._AC_UL320_.jpg,https://www.amazon.in/Sugar-free-Gold-Calorie-Sweetener/dp/B08BD7BZBG/ref=sr_1_1496?qid=1679216197&s=grocery&sr=1-1496,4.5,469,₹238,₹250,,580
Pintola Organic Peanut Butter (Crunchy) (1kg),grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71gQVK49PCL._AC_UL320_.jpg,https://www.amazon.in/Pintola-Organic-Natural-Crunchy-Unsweetened/dp/B071J53T7M/ref=sr_1_1497?qid=1679216197&s=grocery&sr=1-1497,4.4,"5,185",₹449,₹525,,581
"Fresh Groundnut, 500g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/511MZzma-+L._AC_UL320_.jpg,https://www.amazon.in/Fresh-Groundnut-500g/dp/B07BG4XTV2/ref=sr_1_1498_f3_0g_fs?qid=1679216197&s=grocery&sr=1-1498,,,₹69,₹92,,582
Himalaya Liv.52 DS Tablets 60,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71CBlFFaTgL._AC_UL320_.jpg,https://www.amazon.in/Himalaya-Liv-52-DS-Tablets-60/dp/B00U7A6M9G/ref=sr_1_1499?qid=1679216197&s=grocery&sr=1-1499,4.6,8,,₹170,,583
"Sunbean Beaten Caffe, Instant Coffee Paste 250g Jar | Rich, Creamy and Frothy Beaten Coffee | Make Hot Coffee, Cappuccino ...",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/81-YOYAYEcL._AC_UL320_.jpg,https://www.amazon.in/Sunbean-Beaten-Caffe-250-g/dp/B0813TSG2Q/ref=sr_1_1500?qid=1679216197&s=grocery&sr=1-1500,4.0,"4,932",₹261,₹295,,584
Organic India - Jaggery Powder 500g (Pack of 2),grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71+r+AxZwnL._AC_UL320_.jpg,https://www.amazon.in/Organic-India-Jaggery-Powder-500g/dp/B07WNK4F9Y/ref=sr_1_1501?qid=1679216197&s=grocery&sr=1-1501,4.4,"3,231",₹175.90,₹184,,585
"Krishna's Diabic Care Juice - 1000 ml | Blend of 11 herbs Methi, Amla, Karela, Jamun, Kutki, Guduchi & 5 other herbs to ma...",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/81dJMIIXxiL._AC_UL320_.jpg,https://www.amazon.in/KRISHNA-DIABIC-CARE-JUICE-1000/dp/B07B6NKPFT/ref=sr_1_1502?qid=1679216197&s=grocery&sr=1-1502,4.1,860,,₹400,,586
"Jaago CTC Leaf Tea, 1 Kg | tea 1kg | Chai Patti | Black CTC Tea | Loose Tea | Black Tea | Tea 1kg Pack",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/81dCUBXmNaL._AC_UL320_.jpg,https://www.amazon.in/Jaago-Black-Loose-Strong-Leaf/dp/B013PBTCPO/ref=sr_1_1503?qid=1679216197&s=grocery&sr=1-1503,4.6,"1,904",₹185,₹215,,587
"Amazon Brand - Vedaka Premium Toor/Arhar Dal, 1 kg|Rich in Protein|No Cholesterol|No Additives",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71TIju5KrHL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Vedaka-Premium-Arhar/dp/B07BL2JV6Y/ref=sr_1_1504?qid=1679216197&s=grocery&sr=1-1504,4.3,"2,905",,₹299,,588
Cavin's Vanilla Milkshake 200 ml,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/51c2NwuOrRL._AC_UL320_.jpg,https://www.amazon.in/Cavins-Milkshake-Vanilla-200ml-Pack/dp/B00XBS6DC2/ref=sr_1_1505_f3_0g_fs?qid=1679216197&s=grocery&sr=1-1505,4.3,800,₹32,₹40,,589
"Fresh Papaya Small, 1pc",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/413EIL9mteL._AC_UL320_.jpg,https://www.amazon.in/Fresh-Papaya-Small-1pc/dp/B09M5MNV3V/ref=sr_1_1506_f3_0g_fs?qid=1679216197&s=grocery&sr=1-1506,,,₹72,₹78,,590
R R AGRO FOODS Chia Seeds 1 KG - Premium Organic Chia Seed | Healthy Snacks | Chia Seeds for Weight Loss Pack of 1,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/61a+Ae1u+XL._AC_UL320_.jpg,https://www.amazon.in/AGRO-FOODS-Organic-Premium-Seeds/dp/B07NWL449W/ref=sr_1_1507?qid=1679216197&s=grocery&sr=1-1507,4.2,"5,064",₹499,₹899,,591
"Amazon Brand - Solimo CornFlakes, 1.2Kg",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71NiYlTTrRL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-CornFlakes-1-2Kg/dp/B09GZ3XPFB/ref=sr_1_1508?qid=1679216197&s=grocery&sr=1-1508,4.1,"1,374",₹249,₹425,,592
"JIWA healthy by nature Organic khapli wheat flour, 1Kg",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/91uV9dtNipL._AC_UL320_.jpg,https://www.amazon.in/healthy-nature-Organic-khapli-wheat/dp/B0B1VKXTN8/ref=sr_1_1509?qid=1679216197&s=grocery&sr=1-1509,4.4,84,₹175,₹245,,593
Yogabar Protein Bars Assorted Pack of 6 | 20g Protein Bar | Energy Bars | Added Probiotics & Whey | 20g Protein & 10g Fibr...,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/713+Fk6Hy6L._AC_UL320_.jpg,https://www.amazon.in/Yogabar-Protein-Variety-Box-Chocolate/dp/B01LQB6LWW/ref=sr_1_1510?qid=1679216197&s=grocery&sr=1-1510,4.4,"3,082",₹599,₹749,,594
"Amul Delicious, 500 g",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71KXKn2ngpL._AC_UL320_.jpg,https://www.amazon.in/Amul-Delicious-500g/dp/B07864VKNC/ref=sr_1_1511_f3_0g_fs?qid=1679216197&s=grocery&sr=1-1511,4.3,922,₹89,₹106,,595
"Del Monte Spaghetti Pasta (Imported), 500 grams, No Artificial Flavours",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/51tr1+ASQfL._AC_UL320_.jpg,https://www.amazon.in/Del-Monte-Delmonte-Spaghetti-500g/dp/B005FF7JZO/ref=sr_1_1512?qid=1679216197&s=grocery&sr=1-1512,4.3,"2,205",₹135,₹240,,596
Kapiva Himalayan Apple Cider Vinegar with Mother Vinegar 500ml,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71yQr4esFvL._AC_UL320_.jpg,https://www.amazon.in/Kapiva-Apple-Cider-Vinegar-Mother/dp/B07CN47599/ref=sr_1_1537?qid=1679216199&s=grocery&sr=1-1537,4.2,"2,557",₹284,₹299,,597
Nutrilin Jumbo Handpicked Lotus Seeds / Fox Nuts Big Size Phool Makhana (Pop / Gorgon Nut Puffed Kernels ) (1kg),grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71FDuM5fzML._AC_UL320_.jpg,https://www.amazon.in/Nutrilin-Handpicked-Makhana-Gorgon-Kernels/dp/B08GJ3VNBG/ref=sr_1_1538?qid=1679216199&s=grocery&sr=1-1538,4.0,959,₹625,₹999,,598
"Manna Millets - Natural Grains Combo Pack of 3 | Foxtail 500g, Kodo 500g, Little 500g | Native Low GI Millet Rice | Nutrie...",grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/81-5WlO6P3L._AC_UL320_.jpg,https://www.amazon.in/Manna-Millets-Foxtail-Millet-Little/dp/B07CVXB6XS/ref=sr_1_1539?qid=1679216199&s=grocery&sr=1-1539,4.3,"1,658",₹249,₹390,,599
Finish Dishwasher Powerball Classic - 110 Tablets,grocery & gourmet foods,All Grocery & Gourmet Foods,https://m.media-amazon.com/images/I/71aw0fRofLL._AC_UL320_.jpg,https://www.amazon.in/Finish-Classic-Dishwasher-Tablets-Pack/dp/B00UAF9OSO/ref=sr_1_1540?qid=1679216199&s=grocery&sr=1-1540,4.2,"3,824","₹1,239","₹3,999",,600
Godrej aer Matic Kit (Machine + 1 Refill) - Automatic Room Fresheners with Flexi Control Spray | Violet Valley Bloom | 220...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/6121tV2hW9L._AC_UL320_.jpg,https://www.amazon.in/Godrej-Matic-Spray-Violet-Valley/dp/B07FPKJ7MP/ref=sr_1_25?qid=1679214443&s=kitchen&sr=1-25,4.1,"16,946",₹466,₹569.01,,601
"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71-2fEBGZDL._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sr_1_26?qid=1679214443&s=kitchen&sr=1-26,4.3,"26,857",₹349,₹480,,602
Happilo 100% Natural Premium 200g Whole Cashews | Whole Crunchy Cashew | Premium Kaju nuts | Nutritious & Delicious | Glut...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71tYPz++3+L._AC_UL320_.jpg,https://www.amazon.in/Happilo-100-Natural-Premium-Whole-Cashews/dp/B01LZ5DPXD/ref=sr_1_27?qid=1679214443&s=kitchen&sr=1-27,4.2,"13,919",₹199,₹335,,603
beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61Is7sICRJL._AC_UL320_.jpg,https://www.amazon.in/beatXP-Multipurpose-Portable-Electronic-Weighing/dp/B0B61DSF17/ref=sr_1_28?qid=1679214443&s=kitchen&sr=1-28,3.7,"3,306",₹399,"₹1,999",,604
"Dettol Antiseptic Liquid for First Aid , Surface Disinfection and Personal Hygiene , 1000ml",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51fFgtFBshL._AC_UL320_.jpg,https://www.amazon.in/Dettol-Antiseptic-Liquid-1-L/dp/B07B11V59H/ref=sr_1_29?qid=1679214443&s=kitchen&sr=1-29,4.6,"19,981",₹342,₹364,,605
"Scotch Double Sided Heavy Duty Tape(1m holds 4.5Kgs) for indoor hanging applications (Photo frames, Mirrors, Key Holders, ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/815GcGXjjFL._AC_UL320_.jpg,https://www.amazon.in/Scotch-Double-Foam-Tape-24/dp/B00N1U9AJS/ref=sr_1_30?qid=1679214443&s=kitchen&sr=1-30,3.9,"15,480",₹144,₹165,,606
"Good knight Gold Flash, Mosquito Repellent Refill | 45ml each (Pack of 4)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71LtQCvMu4L._AC_UL320_.jpg,https://www.amazon.in/Good-knight-Gold-Flash-Repellent/dp/B07YX8M37J/ref=sr_1_31?qid=1679214443&s=kitchen&sr=1-31,4.3,"13,153",₹275,₹316,,607
"Bajaj DX-6 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61qgKaW71mL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Majesty-1000-Watt-Iron-White/dp/B01C8P29N0/ref=sr_1_32?qid=1679214443&s=kitchen&sr=1-32,4.2,"24,394",₹625,"₹1,400",,608
"Maggi 2-Minute Masala Instant Noodles, 420 grams Pouch",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71duk+o9d1L._AC_UL320_.jpg,https://www.amazon.in/Maggi-Minutes-Noodles-Masala-420g/dp/B00U7GDO14/ref=sr_1_33?qid=1679214443&s=kitchen&sr=1-33,4.4,"6,591",,₹82,,609
STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Table...,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UL320_.jpg,https://www.amazon.in/STRIFF-Adjustable-Patented-Ventilated-Compatible/dp/B07XCM6T4N/ref=sr_1_34?qid=1679214443&s=kitchen&sr=1-34,4.3,"26,553",₹389,"₹1,499",,610
"Scotch-Brite 2-in-1 Bucket Spin Mop (Green, 2 Refills), 4 Pcs",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/613iaMC20FL._AC_UL320_.jpg,https://www.amazon.in/Scotch-Brite-Bucket-Spin-Green-Refills/dp/B07LDKFM2Y/ref=sr_1_35?qid=1679214443&s=kitchen&sr=1-35,4.2,"38,204","₹1,075","₹1,500",,611
"Tosaa Dry Fruit Cutter, Slicer, Grinder, Chocolate Cutter and Butter Slicer with 3 in 1 Blade, Almonds, Cashews- Color May...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71rOXc3mL9L._AC_UL320_.jpg,https://www.amazon.in/Tosaa-Cutter-Slicer-Grinder-Chocolate/dp/B0B7XR3R8Y/ref=sr_1_36?qid=1679214443&s=kitchen&sr=1-36,3.6,484,₹90,₹199,,612
"Dettol Skincare Moisturizing Bathing Soap Bar With Glycerine (Buy 4 Get 1 Free - 125G Each), Combo Offer On Bath Soap",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61qpDs+R2UL._AC_UL320_.jpg,https://www.amazon.in/Dettol-Skincare-Protection-Bathing-125gm/dp/B08TC7MSVX/ref=sr_1_37?qid=1679214443&s=kitchen&sr=1-37,4.4,"3,016",₹282,₹322,,613
"Involve Your Senses One Musk Organic Car Perfume Bar, Involve Your Senses Strong Fiber Air Freshener to Freshen'up Your Ca...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51vw-wdV-eL._AC_UL320_.jpg,https://www.amazon.in/Involve-Your-Senses-IONE01-Organic/dp/B00PPY2NB0/ref=sr_1_38?qid=1679214443&s=kitchen&sr=1-38,3.8,"17,245",₹307,₹399,,614
"Sunfeast Dark Fantasy Choco Fills, 300g, Original Filled Cookies with Choco Crème",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/81LO0QPqZAL._AC_UL320_.jpg,https://www.amazon.in/Dark-Fantasy-Choco-Fills-300g/dp/B01I17U9ZO/ref=sr_1_39?qid=1679214443&s=kitchen&sr=1-39,4.5,"19,411",₹139,₹170,,615
"Recron Certified Dream Fibre Pillow (16X24, Fiber;Microfiber, White, Pack Of 2)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61s5qoyJSWL._AC_UL320_.jpg,https://www.amazon.in/Recron-Fiber-Dream-Pillow-White/dp/B016D7UJMW/ref=sr_1_40?qid=1679214443&s=kitchen&sr=1-40,4.0,"32,614",₹429,₹819,,616
"Dettol Liquid Disinfectant for Floor Cleaner, Surface Disinfection , Personal Hygiene (Lime Fresh , 1L)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/51Jv36YekBL._AC_UL320_.jpg,https://www.amazon.in/Dettol-Disinfectant-Cleaner-Home-Fresh/dp/B07QK29V9G/ref=sr_1_41?qid=1679214443&s=kitchen&sr=1-41,4.5,"28,591",₹305,₹319,,617
"Scotch-Brite Rubber Heavy Duty Hand gloves for Dishwashing, gardening, kitchen cleaning ( Inner cotton lining for comfor...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61JDg6pGGJL._AC_UL320_.jpg,https://www.amazon.in/Scotch-Brite-Heavy-Duty-Gloves-Medium/dp/B00NBM0WD4/ref=sr_1_42?qid=1679214443&s=kitchen&sr=1-42,4.0,"28,292",₹155,₹170,,618
"GM 3060 E-Book 4 + 1 Power Strip 240 Volts with Master Switch, Indicator, Safety Shutter & 4 International sockets, Red & ...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/519RgXY+lRL._AC_UL320_.jpg,https://www.amazon.in/GM-Modular-3060-Book-Multicolour/dp/B008XT42JU/ref=sr_1_43?qid=1679214443&s=kitchen&sr=1-43,4.5,"51,420",₹459,₹590,,619
"Wakefit Height Adjustable Hollow Fibre Sleeping Pillow with Zip | Set of 2 (White and Grey,  27 x 16 Inches) 3 Months Warr...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61y6iRvb-WL._AC_UL320_.jpg,https://www.amazon.in/Wakefit-Sleeping-Pillow-Set-27/dp/B07L6GZYDV/ref=sr_1_44?qid=1679214443&s=kitchen&sr=1-44,4.4,"48,785",₹788,₹904,,620
"Lexton 40 Feet LED Decorative String Light |for Indoor & Outdoor Decorations (Warm White, Pack of 1), standard (Lex-Strin...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71hdanq-b5L._AC_UL320_.jpg,https://www.amazon.in/Lexton-Decorative-Decorations-Lex-String-40Feet/dp/B08RF1VL1D/ref=sr_1_45?qid=1679214443&s=kitchen&sr=1-45,3.8,"5,018",₹99,₹699,,621
"Scotch-Brite No-Dust Broom, Long handle, Easy floor cleaning (Multi-use)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/611JToXX49L._AC_UL320_.jpg,https://www.amazon.in/Scotch-Brite-Broom-Fibre-Green/dp/B07LC7LF9Y/ref=sr_1_46?qid=1679214443&s=kitchen&sr=1-46,4.1,"30,770",₹298,₹300,,622
Nivia Storm Football - Size 5,home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/61RpRYFb2wL._AC_UL320_.jpg,https://www.amazon.in/Nivia-Storm-Football-Size-White/dp/B00ICCYF0E/ref=sr_1_47?qid=1679214443&s=kitchen&sr=1-47,3.9,"38,532",₹399,₹726,,623
"Scotch-Brite Sponge Wipe, Pack of 5 (Color and Print May Vary)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/815fA+XGZ3S._AC_UL320_.jpg,https://www.amazon.in/Scotch-Brite-Sponge-Wipe-5-Pcs/dp/B016VXORNA/ref=sr_1_48?qid=1679214443&s=kitchen&sr=1-48,4.5,"20,614",₹318,₹355,,624
"Yonex Mavis 200i Nylon Shuttle Cock, Pack of 6 (Yellow)",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71y8qBTalZL._AC_UL320_.jpg,https://www.amazon.in/Yonex-Mavis-200i-Shuttle-Yellow/dp/B01IEVIVAC/ref=sr_1_49?qid=1679214445&s=kitchen&sr=1-49,4.3,"25,216",₹399,₹475,,625
Good knight Gold Flash Liquid Vapourizer| Mosquito Repellent Refill | Lavender Fragrance | Pack of 3 (45ml each),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/711nra+ehVL._AC_UL320_.jpg,https://www.amazon.in/Goodknight-Power-Refill-Lavender-Fragrance/dp/B07T9L8R6H/ref=sr_1_50?qid=1679214445&s=kitchen&sr=1-50,4.2,"14,438",₹218,₹237,,626
"Signoraware Coconut Opener, Stainless Steel coconuts Drill Cutter with Cleaner Stick, Tender-Coconut Hole Remover Tool wit...",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/41P7WAAl3yL._AC_UL320_.jpg,https://www.amazon.in/Signoraware-Coconut-Stainless-Cleaner-Multicolour/dp/B08XW99GSG/ref=sr_1_51?qid=1679214445&s=kitchen&sr=1-51,4.2,"2,942",,₹95,,627
SYSKA Tuo Portable Rechargeable Led Lamp Cum Torch with Upto 4hrs Backup (Green-White) (1),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71gmgECapFL._AC_UL320_.jpg,https://www.amazon.in/T0790LA-Portable-Rechargeable-Backup-Green-White/dp/B07XQ3MQC7/ref=sr_1_52?qid=1679214445&s=kitchen&sr=1-52,4.1,"12,381",₹325,₹599,,628
"Dettol Intense Cool Bathing Soap Bar With Menthol (Buy 4 Get 1 Free - 125G Each), Combo Offer On Bath Soap",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/614ZVxJleeL._AC_UL320_.jpg,https://www.amazon.in/Dettol-Cool-Protection-Bathing-125gm/dp/B0869VX72W/ref=sr_1_53?qid=1679214445&s=kitchen&sr=1-53,4.4,"7,880",₹283,₹322,,629
"Prestige Electric Kettle PKOSS - 1500watts, Steel (1.5Ltr), Black",home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/71zlLSHbJ-L._AC_UL320_.jpg,https://www.amazon.in/Prestige-Electric-Kettle-PKOSS-1500watts/dp/B01MQZ7J8K/ref=sr_1_54?qid=1679214445&s=kitchen&sr=1-54,3.9,"64,920",₹699,"₹1,445",,630
Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag (Assorted),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/31hmQqq7KsL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Laundry-Organiser-LMESH02/dp/B077K1HFZ3/ref=sr_1_55?qid=1679214445&s=kitchen&sr=1-55,3.7,"4,221",₹92,₹99,,631
Bajaj Frore 1200 mm Ceiling Fan (Brown),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/41XJ2wk4M1L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Frore-1200-Brown-Ceiling/dp/B07SPVMSC6/ref=sr_1_56?qid=1679214445&s=kitchen&sr=1-56,4.1,"9,984","₹1,349","₹2,660",,632
Good knight Power Activ+ Liquid Vapourizer | Mosquito Repellent Refill | Pack of 6 (45ml each),home & kitchen,All Home & Kitchen,https://m.media-amazon.com/images/I/714k7aOFerL._AC_UL320_.jpg,https://www.amazon.in/Goodknight-Power-Activ-Refill-Pack/dp/B07N7NK48S/ref=sr_1_57?qid=1679214445&s=kitchen&sr=1-57,4.3,"24,400",₹396,₹432,,633
